id	name	reason
335		item not found
336		item not found
337		item not found
338		item not found
339		item not found
340		item not found
341		item not found
342		item not found
343		item not found
344		item not found
345		item not found
346		item not found
347		item not found
348		item not found
349		item not found
350		item not found
351		item not found
352		item not found
353		item not found
354		item not found
355		item not found
356		item not found
357		item not found
358		item not found
359		item not found
360		item not found
361		item not found
362		item not found
363		item not found
364		item not found
365		item not found
366		item not found
367		item not found
368		item not found
369		item not found
370		item not found
371		item not found
372		item not found
373		item not found
374		item not found
375		item not found
376		item not found
377		item not found
378		item not found
379		item not found
380		item not found
381		item not found
382		item not found
383		item not found
384		item not found
385		item not found
386		item not found
387		item not found
388		item not found
389		item not found
390		item not found
391		item not found
392		item not found
393		item not found
394		item not found
395		item not found
396		item not found
397		item not found
398		item not found
399		item not found
400		item not found
401		item not found
402		item not found
403		item not found
404		item not found
405		item not found
406		item not found
407		item not found
408		item not found
409		item not found
410		item not found
411		item not found
412		item not found
413		item not found
415		item not found
416		item not found
417		item not found
418		item not found
419		item not found
420		item not found
421		item not found
423		item not found
424		item not found
425		item not found
426		item not found
427		item not found
428		item not found
429		item not found
430		item not found
431		item not found
432		item not found
433		item not found
434		item not found
435		item not found
436		item not found
437		item not found
438		item not found
439		item not found
440		item not found
441		item not found
442		item not found
443		item not found
444		item not found
445		item not found
446		item not found
447		item not found
448		item not found
449		item not found
450		item not found
451		item not found
452		item not found
453		item not found
454		item not found
455		item not found
456		item not found
457		item not found
458		item not found
459		item not found
460		item not found
461		item not found
462		item not found
463		item not found
464		item not found
465		item not found
466		item not found
467		item not found
468		item not found
469		item not found
470		item not found
471		item not found
472		item not found
473		item not found
474		item not found
475		item not found
476		item not found
477		item not found
478		item not found
479		item not found
480		item not found
481		item not found
482		item not found
483		item not found
484		item not found
485		item not found
486		item not found
487		item not found
488		item not found
489		item not found
490		item not found
491		item not found
492		item not found
493		item not found
494		item not found
495		item not found
496		item not found
497		item not found
498		item not found
499		item not found
500		item not found
501		item not found
502		item not found
503		item not found
504		item not found
505		item not found
506		item not found
507		item not found
508		item not found
509		item not found
510		item not found
511		item not found
512		item not found
513		item not found
514		item not found
515		item not found
516		item not found
517		item not found
518		item not found
519		item not found
520		item not found
521		item not found
522		item not found
523		item not found
524		item not found
525		item not found
526		item not found
527	Deprecated Gnoll War Beads	itemName has identifier Deprecated
528		item not found
529		item not found
530		item not found
531		item not found
532		item not found
533		item not found
534		item not found
535		item not found
536		item not found
538		item not found
539		item not found
540		item not found
541		item not found
542		item not found
543		item not found
544		item not found
545		item not found
546		item not found
547		item not found
548		item not found
549		item not found
550		item not found
551		item not found
552		item not found
553		item not found
554		item not found
557		item not found
558		item not found
559		item not found
560		item not found
561		item not found
562		item not found
563		item not found
564		item not found
565		item not found
566		item not found
567		item not found
568		item not found
569		item not found
570		item not found
571		item not found
572		item not found
573		item not found
574		item not found
575		item not found
576		item not found
577		item not found
578		item not found
579		item not found
580		item not found
581		item not found
582		item not found
583		item not found
584		item not found
585		item not found
586		item not found
587		item not found
588		item not found
589		item not found
590		item not found
591		item not found
592		item not found
593		item not found
594		item not found
595		item not found
596		item not found
597		item not found
598		item not found
599		item not found
600		item not found
601		item not found
602		item not found
603		item not found
604		item not found
605		item not found
606		item not found
607		item not found
608		item not found
609		item not found
610		item not found
611		item not found
612		item not found
613		item not found
614		item not found
615		item not found
616		item not found
617		item not found
618		item not found
619		item not found
620		item not found
621		item not found
622		item not found
623		item not found
624		item not found
625		item not found
626		item not found
627		item not found
628		item not found
629		item not found
630		item not found
631		item not found
632		item not found
633		item not found
634		item not found
635		item not found
636		item not found
637		item not found
638		item not found
639		item not found
640		item not found
641		item not found
642		item not found
643		item not found
644		item not found
645		item not found
646		item not found
648		item not found
649		item not found
650		item not found
651		item not found
652		item not found
653		item not found
654		item not found
655		item not found
656		item not found
657		item not found
658		item not found
659		item not found
660		item not found
661		item not found
662		item not found
663		item not found
664		item not found
665		item not found
666		item not found
667		item not found
668		item not found
669		item not found
670		item not found
671		item not found
672		item not found
673		item not found
674		item not found
675		item not found
676		item not found
677		item not found
678		item not found
679		item not found
680		item not found
681		item not found
682		item not found
683		item not found
684		item not found
685		item not found
686		item not found
687		item not found
688		item not found
689		item not found
690		item not found
691		item not found
692		item not found
693		item not found
694		item not found
695		item not found
696		item not found
697		item not found
698		item not found
699		item not found
700		item not found
701		item not found
702		item not found
703		item not found
704		item not found
705		item not found
706		item not found
707		item not found
708		item not found
709		item not found
712		item not found
713		item not found
715		item not found
716		item not found
717		item not found
721		item not found
722		item not found
726		item not found
734	Deprecated Malakai's Medallion	itemName has identifier Deprecated
736		item not found
741	Deprecated Copper Ingot	itemName has identifier Deprecated
746	Lord Brandon's Tabard (Test)	itemName has identifier (Test)
747		item not found
749		item not found
751	Deprecated Wolf Femur	itemName has identifier Deprecated
757		item not found
758		item not found
759	Peacebloom	item quick facts has identifier .*
760		item not found
761	Deprecated Elwynn Trout	itemName has identifier Deprecated
762		item not found
764		item not found
775		item not found
784	Deprecated Tiny Flame Sac	itemName has identifier Deprecated
786	Deprecated Pure Copper Ingot	itemName has identifier Deprecated
788	Test Fire Sword	itemName has identifier Test
800		item not found
801		item not found
802		item not found
803		item not found
806	Deprecated Brown Leather Satchel	itemName has identifier Deprecated
807	Deprecated Iron Ingot	itemName has identifier Deprecated
808	Deprecated Malachite	itemName has identifier Deprecated
815		item not found
817		item not found
819		item not found
822		item not found
823	Deprecated Horse Summoning (Mount)	itemName has identifier Deprecated
824		item not found
825		item not found
830		item not found
831		item not found
834		item not found
836	Deprecated Heavy Net	itemName has identifier Deprecated
842	Deprecated Wolf Summoning (Mount)	itemName has identifier Deprecated
855	Deprecated White Leather Satchel	itemName has identifier Deprecated
861		item not found
874		item not found
877	Deprecated Old Skull	itemName has identifier Deprecated
879		item not found
881		item not found
882		item not found
883	Deprecated Fire Eyed Skull	itemName has identifier Deprecated
891		item not found
894	Deprecated Ravager Claw	itemName has identifier Deprecated
898	Deprecated Broken Venomweb Fang	itemName has identifier Deprecated
900	Deprecated Nightmare Summoning (Mount)	itemName has identifier Deprecated
901	Deptecated White Stallion Summoning (Mount)	itemName has identifier Deptecated
902	Deprecated Palomino Summoning (Mount)	itemName has identifier Deprecated
903	Deprecated Pinto Summoning (Mount)	itemName has identifier Deprecated
904		item not found
905		item not found
906	Tan Leather Shoulderpads (Test)	itemName has identifier (Test)
907	Black Mail Shoulderpads of might (Test)	itemName has identifier (Test)
908	Plate Shoulderpad (Test)	itemName has identifier (Test)
909	Silver Mail Shoulderpads (Test)	itemName has identifier (Test)
912		item not found
917	Deprecated Shadow Leather Armor	itemName has identifier Deprecated
919		item not found
930	Deprecated Deep Pocket Pouch	itemName has identifier Deprecated
931	Deprecated Heavy Brown Sack	itemName has identifier Deprecated
941	Deprecated Speedstone	itemName has identifier Deprecated
946		item not found
947		item not found
949		item not found
950		item not found
951	Tome of Whirlwind (TEST)	itemName has identifier (TEST)
952		item not found
953		item not found
956	Deprecated Area Trigger Flag - Jasperlode mine	itemName has identifier Deprecated
958	Deprecated Area Trigger Flag - Darkhollow Mine	itemName has identifier Deprecated
959		item not found
960	Deprecated Area Trigger Flag - Fargodeep	itemName has identifier Deprecated
963		item not found
964	Deprecated Red Linen Shirt	itemName has identifier Deprecated
965	Deprecated Red Linen Sack	itemName has identifier Deprecated
966	Tome of Frost Shield	item quick facts has identifier .*
967	Tome of Frost Ward	item quick facts has identifier .*
968	Tome of Fire Blast	item quick facts has identifier .*
969		item not found
970		item not found
971		item not found
972		item not found
973	Tome of Fireball II	item quick facts has identifier .*
974	Tome of Frost Armor II	item quick facts has identifier .*
975	Tome of Chains of Ice	item quick facts has identifier .*
976	Tome of Remove Curse	item quick facts has identifier .*
977		item not found
978		item not found
979		item not found
980	Tome of Frost Shield II	item quick facts has identifier .*
982		item not found
984		item not found
985	Tome of Khadgar's Unlocking	item quick facts has identifier .*
986	Tome of Frostbolt II	item quick facts has identifier .*
987		item not found
988		item not found
989	Tome of Frost Nova	item quick facts has identifier .*
990		item not found
991		item not found
992	Tome of Fireball III	item quick facts has identifier .*
993		item not found
994	Tome of Ice Armor	item quick facts has identifier .*
995		item not found
996	Ring of Righteous Flame (TEST)	itemName has identifier (TEST)
997	Fire Sword of Crippling	item quick facts has identifier .*
998		item not found
999		item not found
1000		item not found
1001		item not found
1002	Tome of Lesser Invisibility	item quick facts has identifier .*
1003		item not found
1004	Tome of Chains of Ice II	item quick facts has identifier .*
1005		item not found
1007		item not found
1012		item not found
1014	Large Moneybag (old)	itemName has identifier (old)
1016	Deprecated Lurker Leg	itemName has identifier Deprecated
1018	Chows Blade of DOOM! (Test)	itemName has identifier (Test)
1020	Leather Helmet D (Test)	itemName has identifier (Test)
1021	Leather Helmet A (test)	itemName has identifier (test)
1022	Mail Helmet D (test)	itemName has identifier (test)
1023	Mail Helmet C (test)	itemName has identifier (test)
1024	Plate Helmet D2 (test)	itemName has identifier (test)
1025	Plate Helmet D1 (Test)	itemName has identifier (Test)
1026	Plate Helmet D3 (test)	itemName has identifier (test)
1027	Mail Helmet A (Test)	itemName has identifier (Test)
1028	Deprecated Dented Skullcap	itemName has identifier Deprecated
1029	Tablet of Serpent Totem	item quick facts has identifier .*
1030	Tablet of Unyielding Will	item quick facts has identifier .*
1031	Tablet of Molten Blast	item quick facts has identifier .*
1032	Tablet of Agitating Totem	item quick facts has identifier .*
1033	Tablet of Nullify Poison	item quick facts has identifier .*
1034	Tablet of Undying Strength	item quick facts has identifier .*
1035	Tablet of Call Spirit	item quick facts has identifier .*
1036	Tablet of Nullify Disease	item quick facts has identifier .*
1037	Tablet of Lightning Bolt II	item quick facts has identifier .*
1038	Tablet of Restoration II	item quick facts has identifier .*
1039		item not found
1040		item not found
1042	Deprecated Summon Winter Wolf (Mount)	itemName has identifier Deprecated
1043	Deprecated Summon Redwolf (Mount)	itemName has identifier Deprecated
1044	Deprecated Summon Brown Wolf (Mount)	itemName has identifier Deprecated
1045		item not found
1046	Deprecated Light Blunderbuss	itemName has identifier Deprecated
1047	Deprecated Heavy Blunderbuss	itemName has identifier Deprecated
1048	Tablet of Lightning Shield II	item quick facts has identifier .*
1049	Tablet of Purge	item quick facts has identifier .*
1050		item not found
1051		item not found
1052	Tablet of Spirit Armor II	item quick facts has identifier .*
1053	Tablet of Molten Blast II	item quick facts has identifier .*
1054		item not found
1055		item not found
1056		item not found
1057	Tablet of Restoration III	item quick facts has identifier .*
1058	Tablet of Lightning Bolt III	item quick facts has identifier .*
1059		item not found
1060		item not found
1061	Tablet of Nullify Poison II	item quick facts has identifier .*
1062		item not found
1063	Tablet of Nullify Disease II	item quick facts has identifier .*
1064		item not found
1065		item not found
1066		item not found
1067		item not found
1068		item not found
1069		item not found
1070		item not found
1071		item not found
1072	Full Moonshine	item quick facts has identifier .*
1073		item not found
1078	Deprecated Writ of Lakeshire	itemName has identifier Deprecated
1079		item not found
1084	Codex of Renew	item quick facts has identifier .*
1085	Codex of Mind Vision	item quick facts has identifier .*
1086	Codex of Inner Fire	item quick facts has identifier .*
1087	Codex of Shadow Word: Pain	item quick facts has identifier .*
1088	Codex of Renew II	item quick facts has identifier .*
1089	Codex of Nullify Disease	item quick facts has identifier .*
1090	Codex of Resurrection	item quick facts has identifier .*
1091	Codex of Holy Smite II	item quick facts has identifier .*
1092	Codex of Lesser Heal II	item quick facts has identifier .*
1093	Codex of Remove Curse	item quick facts has identifier .*
1094		item not found
1095	Codex of Dispel Magic	item quick facts has identifier .*
1096	Codex of Shadow Word: Pain II	item quick facts has identifier .*
1097		item not found
1098		item not found
1099	Deprecated Codex of Sustenance II	itemName has identifier Deprecated
1100	Codex of Holy Smite III	item quick facts has identifier .*
1101	Codex of Renew V	item quick facts has identifier .*
1102	Codex of Lesser Heal III	item quick facts has identifier .*
1103		item not found
1104		item not found
1105	Codex of Renew VI	item quick facts has identifier .*
1106		item not found
1107		item not found
1108	Codex of Renew III	item quick facts has identifier .*
1109	Codex of Dominate	item quick facts has identifier .*
1110		item not found
1111	Codex of Sleep	item quick facts has identifier .*
1112	Codex of Holy Word: Fortitude II	item quick facts has identifier .*
1115	Deprecated Ragged Scalp	itemName has identifier Deprecated
1117	Monster - Item, Fishing Pole	itemName has identifier Monster
1118		item not found
1119	Bottled Spirits	item quick facts has identifier .*
1120		item not found
1122	Deprecated Amulet of the White Stallion	itemName has identifier Deprecated
1123	Deprecated Amulet of the Pinto	itemName has identifier Deprecated
1124	Deprecated Amulet of the Palomino	itemName has identifier Deprecated
1125	Deprecated Amulet of the Nightmare	itemName has identifier Deprecated
1126		item not found
1128	Deprecated [PH] Redridge Rye	itemName has identifier Deprecated
1135		item not found
1136	Libram: Divine Favor II	item quick facts has identifier .*
1137		item not found
1138	Libram: Divine Favor	item quick facts has identifier .*
1139	Libram: Cleanse	item quick facts has identifier .*
1140		item not found
1141	Libram: Holy Light II	item quick facts has identifier .*
1142		item not found
1143		item not found
1144	Libram: Divine Shield	item quick facts has identifier .*
1145		item not found
1146	Libram: Resurrection	item quick facts has identifier .*
1147		item not found
1148		item not found
1149	Libram: Seal of Might II	item quick facts has identifier .*
1150	Libram: Purify	item quick facts has identifier .*
1151	Libram: Holy Light III	item quick facts has identifier .*
1152		item not found
1153		item not found
1157	Deprecated Militia Handaxe	itemName has identifier Deprecated
1160		item not found
1162	Pirates Patch (Test)	itemName has identifier (Test)
1163	Dwarven Explorer's Monocle (Test)	itemName has identifier (Test)
1165	Test Food	itemName has identifier Test
1166	Dented Buckler	item quick facts has identifier .*
1167	Small Targe	item quick facts has identifier .*
1170	Deprecated Brown Leather Vest	itemName has identifier Deprecated
1174	Deprecated Light Soldier Boots	itemName has identifier Deprecated
1176	Smelling Salts	item quick facts has identifier .*
1184	Deprecated Scarlet Badge	itemName has identifier Deprecated
1185		item not found
1186	Deprecated Gnoll Taskmaster Whip	itemName has identifier Deprecated
1188		item not found
1192	Deprecated Overseer's Helm	itemName has identifier Deprecated
1193	Banded Buckler	item quick facts has identifier .*
1199	Charged Soulstone	item quick facts has identifier .*
1209		item not found
1223		item not found
1224	Grimoire of Sense Demons	item quick facts has identifier .*
1225		item not found
1226		item not found
1227		item not found
1228	Grimoire of Blood Boil	item quick facts has identifier .*
1229	Grimoire of Create Soulstone	item quick facts has identifier .*
1230		item not found
1231	Grimoire of Shadow Bolt II	item quick facts has identifier .*
1232	Grimoire of Demon Skin II	item quick facts has identifier .*
1233		item not found
1234		item not found
1235		item not found
1236		item not found
1237		item not found
1238	Grimoire of Fear	item quick facts has identifier .*
1239	Grimoire of Siphon Mana	item quick facts has identifier .*
1240		item not found
1241		item not found
1242		item not found
1243	Grimoire of Shadow Bolt III	item quick facts has identifier .*
1244	Grimoire of Demon Armor	item quick facts has identifier .*
1245	Grimoire of Immolate II	item quick facts has identifier .*
1246	Grimoire of Demon Breath	item quick facts has identifier .*
1247		item not found
1248		item not found
1249		item not found
1250	Grimoire of Detect Lesser Invisibility	item quick facts has identifier .*
1253	Deprecated Summoned Lockpick	itemName has identifier Deprecated
1255	Deprecated Conjured Mana Gem	itemName has identifier Deprecated
1258	Bind On Use Test Item	itemName has identifier Test
1259	JYoo test item	item is not available to players
1266	Deprecated Orcslayer	itemName has identifier Deprecated
1267	Deprecated Cask of Merlot	itemName has identifier Deprecated
1268	Deprecated Bottle of Moonshine	itemName has identifier Deprecated
1269	Deprecated Skin of Sweet Rum	itemName has identifier Deprecated
1271		item not found
1272	Deprecated Fine Spun Mantle	itemName has identifier Deprecated
1277		item not found
1278		item not found
1279	Deprecated Soft Leather Hood	itemName has identifier Deprecated
1281	Deprecated Quiver (TEST)	itemName has identifier Deprecated
1285		item not found
1286		item not found
1289		item not found
1290		item not found
1291		item not found
1295		item not found
1298	Deprecated Night Mage Wristguards	itemName has identifier Deprecated
1301		item not found
1305		item not found
1308		item not found
1311	Deprecated Oslow's Wood Cutter	itemName has identifier Deprecated
1312	Deprecated Oslow's Hammer	itemName has identifier Deprecated
1313	Deprecated Oslow's Ice Pick	itemName has identifier Deprecated
1316		item not found
1320		item not found
1321	Deprecated Broiled Sunfish	itemName has identifier Deprecated
1323	Deprecated [PH] Recipe: Broiled Sunfish	itemName has identifier Deprecated
1324	Deprecated Parker's Lunch	itemName has identifier Deprecated
1328	Book of Faerie Fire	item quick facts has identifier .*
1329		item not found
1330		item not found
1331		item not found
1332	Book of Cure Poison	item quick facts has identifier .*
1333		item not found
1334	Book of Rejuvenation II	item quick facts has identifier .*
1335	Deprecated Book of Nullify Disease	itemName has identifier Deprecated
1336		item not found
1337		item not found
1338		item not found
1339	Book of Entangling Roots	item quick facts has identifier .*
1340		item not found
1341	Book of Moonfire	item quick facts has identifier .*
1342		item not found
1343		item not found
1344		item not found
1345		item not found
1346		item not found
1347		item not found
1348		item not found
1350	Deprecated Hex Doll	itemName has identifier Deprecated
1354	Deprecated Homespun Shawl	itemName has identifier Deprecated
1363	Deprecated Captain Sander's Eyepatch	itemName has identifier Deprecated
1365		item not found
1371	Deprecated Ragged Leather Shoulderpads	itemName has identifier Deprecated
1373		item not found
1375		item not found
1379	Deprecated Frayed Shoulderpads	itemName has identifier Deprecated
1385	Deprecated Farmer's Maul	itemName has identifier Deprecated
1390		item not found
1392	Deprecated Wristguards of the Fen Warden	itemName has identifier Deprecated
1393		item not found
1397	Deprecated Orc Acolyte's Pants	itemName has identifier Deprecated
1398	Deprecated Dwarven Novice's Pants	itemName has identifier Deprecated
1400	Swiftfeather Token	item quick facts has identifier .*
1402	Brimstone	item quick facts has identifier .*
1403	Deprecated Capstone	itemName has identifier Deprecated
1424	Deprecated Worn Leather Shoulderpads	itemName has identifier Deprecated
1426		item not found
1428		item not found
1432	Deprecated Patchwork Cloth Shoulderpads	itemName has identifier Deprecated
1435	Deprecated Bridge Worker's Yoke	itemName has identifier Deprecated
1437		item not found
1439		item not found
1441		item not found
1442		item not found
1444	Deprecated Inferno Stone	itemName has identifier Deprecated
1452		item not found
1456		item not found
1463		item not found
1466		item not found
1471		item not found
1472	Deprecated Polished Lakestone Charm	itemName has identifier Deprecated
1474		item not found
1492	Deprecated Recipe: Murloc Fin Soup	itemName has identifier Deprecated
1494		item not found
1496		item not found
1500	Deprecated Calico Shoulderpads	itemName has identifier Deprecated
1508	Deprecated Patched Leather Shoulderpads	itemName has identifier Deprecated
1517		item not found
1525		item not found
1526		item not found
1527	Deprecated Fistful of Hay	itemName has identifier Deprecated
1530		item not found
1531		item not found
1533	Deprecated Bloodscalp Idol	itemName has identifier Deprecated
1534	Libram: Holy Light IV	item quick facts has identifier .*
1535	Deprecated Bloodscalp Vest	itemName has identifier Deprecated
1536	Libram: Seal of Wrath	item quick facts has identifier .*
1538		item not found
1540		item not found
1541		item not found
1542		item not found
1543		item not found
1544	Deprecated Candle of Black Smoke	itemName has identifier Deprecated
1545	Deprecated Mantle of the Seas	itemName has identifier Deprecated
1546		item not found
1548		item not found
1549		item not found
1550		item not found
1551		item not found
1552		item not found
1553		item not found
1554	Tome of Frostbolt III	item quick facts has identifier .*
1555		item not found
1556		item not found
1558		item not found
1559	Tome of Arcane Missiles II	item quick facts has identifier .*
1562		item not found
1563		item not found
1564		item not found
1565		item not found
1567	Tome of Khadgar's Unlocking II	item quick facts has identifier .*
1568	Tome of Water Elemental	item quick facts has identifier .*
1569		item not found
1570		item not found
1571	Tome of Frost Nova II	item quick facts has identifier .*
1572		item not found
1573		item not found
1574	Tome of Fire Ward	item quick facts has identifier .*
1575		item not found
1576		item not found
1577		item not found
1578		item not found
1579		item not found
1580		item not found
1581		item not found
1582		item not found
1583		item not found
1584		item not found
1585		item not found
1586		item not found
1587		item not found
1588	Tablet of Molten Blast III	item quick facts has identifier .*
1589	Tablet of Spirit Armor III	item quick facts has identifier .*
1590		item not found
1591	Tablet of Lightning Shield III	item quick facts has identifier .*
1592		item not found
1593		item not found
1594		item not found
1595		item not found
1597	Tablet of Lightning Storm	item quick facts has identifier .*
1599	Deprecated [PH] Recipe: Zombie Juice	itemName has identifier Deprecated
1600		item not found
1601		item not found
1603	Tablet of Call Spirit II	item quick facts has identifier .*
1605		item not found
1606		item not found
1609		item not found
1610		item not found
1611		item not found
1612	Deprecated Skullsplitter Idol	itemName has identifier Deprecated
1614		item not found
1615		item not found
1616		item not found
1617		item not found
1618		item not found
1619	Tablet of Lightning Storm II	item quick facts has identifier .*
1620		item not found
1621		item not found
1622	Deprecated Foreman's Whip	itemName has identifier Deprecated
1623	Raptor Skin Pouch	item quick facts has identifier .*
1626		item not found
1627		item not found
1628		item not found
1629		item not found
1631		item not found
1632		item not found
1633		item not found
1634		item not found
1635		item not found
1636		item not found
1638	Deprecated Thornstone Chunk	itemName has identifier Deprecated
1641	Codex of Shadow Word: Pain III	item quick facts has identifier .*
1642		item not found
1643		item not found
1644		item not found
1646		item not found
1647		item not found
1648	Codex of Heal IV	item quick facts has identifier .*
1649	Deprecated Ham Sandwich	itemName has identifier Deprecated
1650		item not found
1651	Codex of Holy Word: Shield VI	item quick facts has identifier .*
1653		item not found
1654	Deprecated Strangleslash Metal	itemName has identifier Deprecated
1655	Deprecated Codex of Sustenance III	itemName has identifier Deprecated
1657	Codex of Resurrection II	item quick facts has identifier .*
1658	Codex of Shadow Word: Pain IV	item quick facts has identifier .*
1660		item not found
1661		item not found
1662		item not found
1663	Deprecated Stranglethorn Mine Map	itemName has identifier Deprecated
1665		item not found
1666		item not found
1667		item not found
1668		item not found
1669		item not found
1670		item not found
1671		item not found
1672	Deprecated Ogre Head	itemName has identifier Deprecated
1673		item not found
1674		item not found
1675		item not found
1676	Codex of Sleep II	item quick facts has identifier .*
1681	Grimoire of Cripple	item quick facts has identifier .*
1682		item not found
1683		item not found
