id	name	sellPriceCopper
756	Tunnel Pick	4963
763	Ice-covered Bracers	58
765	Silverleaf	10
766	Flanged Mace	57
767	Long Bo Staff	100
768	Lumberjack Axe	113
769	Chunk of Boar Meat	3
770	Pointy Crocolisk Tooth	316
771	Chipped Boar Tusk	38
772	Large Candle	0
773	Gold Dust	0
774	Malachite	15
776	Vendetta	5765
777	Prowler Teeth	21
778	Kobold Excavation Pick	55
779	Shiny Seashell	18
780	Torn Murloc Fin	0
781	Stone Gnoll Hammer	110
782	Painted Gnoll Armband	0
783	Light Hide	50
785	Mageroyal	20
787	Slitherskin Mackerel	1
789	Stout Battlehammer	1969
790	Forester's Axe	2020
791	Gnarled Ash Staff	7069
792	Knitted Sandals	41
793	Knitted Gloves	27
794	Knitted Pants	55
795	Knitted Tunic	56
796	Rough Leather Boots	52
797	Rough Leather Gloves	35
798	Rough Leather Pants	70
799	Rough Leather Vest	71
804	Large Blue Sack	2500
805	Small Red Pouch	250
809	Bloodrazor	39125
810	Hammer of the Northern Wind	45267
811	Axe of the Deep Woods	54123
812	Glowing Brightwood Staff	57018
813	Broken Cog	58
814	Flask of Oil	25
816	Small Hand Blade	305
818	Tigerseye	100
820	Slicer Blade	947
821	Riverpaw Leather Vest	249
826	Brutish Riverpaw Axe	732
827	Wicked Blackjack	971
828	Small Blue Pouch	250
829	Red Leather Bandana	0
832	Silver Defias Belt	203
833	Lifestone	28000
835	Large Rope Net	23
837	Heavy Weave Armor	224
838	Heavy Weave Pants	225
839	Heavy Weave Gloves	113
840	Heavy Weave Shoes	170
841	Furlbrow's Pocket Watch	0
843	Tanned Leather Boots	215
844	Tanned Leather Gloves	144
845	Tanned Leather Pants	289
846	Tanned Leather Jerkin	290
847	Chainmail Armor	349
848	Chainmail Pants	351
849	Chainmail Boots	265
850	Chainmail Gloves	176
851	Cutlass	404
852	Mace	347
853	Hatchet	481
854	Quarter Staff	604
856	Blue Leather Bag	875
857	Large Red Sack	2500
858	Lesser Healing Potion	25
859	Fine Cloth Shirt	87
860	Cavalier's Boots	89
862	Runed Ring	38222
863	Gloom Reaper	8964
864	Knightly Longsword	9716
865	Leaden Mace	5096
866	Monk's Staff	16640
867	Gloves of Holy Might	5344
868	Ardent Custodian	21532
869	Dazzling Longsword	18529
870	Fiery War Axe	21528
871	Flurry Axe	29627
872	Rockslicer	2011
873	Staff of Jordan	21770
875	Brown Horse Summoning	1
876	Worn Wooden Buckler	1
878	Fist-sized Spinneret	56
880	Staff of Horrors	2692
884	Ghoul Rib	0
885	Black Metal Axe	2300
886	Black Metal Shortsword	2949
887	Pound of Flesh	82
888	Naga Battle Gloves	980
889	A Dusty Unsent Letter	0
890	Twisted Chanter's Staff	3517
892	Gnoll Casting Gloves	369
893	Dire Wolf Fang	137
895	Worgen Skull	0
896	Worgen Fang	0
897	Madwolf Bracers	1022
899	Venom Web Fang	1248
910	An Undelivered Letter	0
911	Ironwood Treebranch	3324
913	Huge Ogre Sword	5037
914	Large Ogre Chain Armor	2669
915	Red Silk Bandana	0
916	A Torn Journal Page	0
918	Deviate Hide Pack	1250
920	Wicked Spiked Mace	2821
921	A Faded Journal Page	0
922	Dacian Falx	2407
923	Longsword	1748
924	Maul	2194
925	Flail	1559
926	Battle Axe	1956
927	Double Axe	1390
928	Long Staff	1972
929	Healing Potion	75
932	Fel Steed Saddlebags	637
933	Large Rucksack	2500
934	Stalvan's Reaper	10682
935	Night Watch Shortsword	1742
936	Midnight Mace	11620
937	Black Duskwood Staff	14577
938	Muddy Journal Pages	0
939	A Bloodstained Journal Page	0
940	Robes of Insight	12566
942	Freezing Band	4500
943	Warden Staff	42863
944	Elemental Mage Staff	83000
945	Shadow Sword	3
948	Nature Sword	3
954	Scroll of Strength	50
955	Scroll of Intellect	37
957	William's Shipment	0
961	Healing Herb	2
962	Pork Belly Pie	0
981	Bernice's Necklace	0
983	Red Linen Sash	21
1006	Brass Collar	0
1008	Well-used Sword	144
1009	Compact Hammer	490
1010	Gnarled Short Staff	99
1011	Sharp Axe	80
1013	Iron Rivet	0
1015	Lean Wolf Flank	24
1017	Seasoned Wolf Kabob	100
1019	Red Linen Bandana	0
1041	Horn of the Black Wolf	0
1074	Hard Spider Leg Tip	491
1075	Shadowhide Pendant	0
1076	Defias Renegade Ring	650
1077	Defias Mage Ring	25
1080	Tough Condor Meat	78
1081	Crisp Spider Meat	50
1082	Redridge Goulash	150
1083	Glyph of Azora	0
1113	Conjured Bread	0
1114	Conjured Rye	0
1116	Ring of Pure Silver	1250
1121	Feet of the Lynx	1075
1127	Flash Bundle	25
1129	Ghoul Fang	0
1130	Vial of Spider Venom	0
1131	Totem of Infliction	1136
1132	Horn of the Timber Wolf	0
1133	Horn of the Winter Wolf	0
1134	Horn of the Gray Wolf	0
1154	Belt of the People's Militia	102
1155	Rod of the Sleepwalker	5954
1156	Lavishly Jeweled Ring	812
1158	Solid Metal Club	146
1159	Militia Quarterstaff	32
1161	Militia Shortsword	25
1164	Sam's Tome	0
1168	Skullflame Shield	42296
1169	Blackskull Shield	18815
1171	Well-stitched Robe	55
1172	Grayson's Torch	968
1173	Weather-worn Boots	52
1175	A Gold Tooth	28
1177	Oil of Olaf	3
1178	Explosive Rocket	7
1179	Ice Cold Milk	6
1180	Scroll of Stamina	37
1181	Scroll of Spirit	25
1182	Brass-studded Bracers	44
1183	Elastic Wristguards	29
1187	Spiked Collar	1081
1189	Overseer's Ring	625
1190	Overseer's Cloak	630
1191	Bag of Marbles	82
1194	Bastard Sword	20
1195	Kobold Mining Shovel	47
1196	Tabar	442
1197	Giant Mace	533
1198	Claymore	535
1200	Large Wooden Shield	16
1201	Dull Heater Shield	94
1202	Wall Shield	367
1203	Aegis of Stormwind	23505
1204	The Green Tower	12577
1205	Melon Juice	25
1206	Moss Agate	400
1207	Murphstar	9892
1208	Maybell's Love Letter	0
1210	Shadowgem	250
1211	Gnoll War Harness	347
1212	Gnoll Spittle	21
1213	Gnoll Kindred Bracers	87
1214	Gnoll Punisher	930
1215	Support Girdle	469
1216	Frost Bracers	1197
1217	Unknown Reward	0
1218	Heavy Gnoll War Club	2064
1219	Redridge Machete	823
1220	Lupine Axe	1807
1221	Underbelly Whelp Scale	0
1222	Broken Tooth	14
1251	Linen Bandage	10
1252	Gramma Stonefield's Note	0
1254	Lesser Firestone	0
1256	Crystal Kelp Frond	0
1257	Invisibility Liquor	0
1260	Tharil'zun's Head	0
1261	Midnight Orb	0
1262	Keg of Thunderbrew	111
1263	Brain Hacker	79064
1264	Headbasher	3671
1265	Scorpion Sting	11774
1270	Finely Woven Cloak	213
1273	Forest Chain	1656
1274	Hops	8
1275	Deputy Chain Coat	1668
1276	Fire Hardened Buckler	2220
1280	Cloaked Hood	3696
1282	Sparkmetal Coif	2825
1283	Verner's Note	0
1284	Crate of Horseshoes	0
1287	Giant Tarantula Fang	703
1288	Large Venom Sac	185
1292	Butcher's Cleaver	3300
1293	The State of Lakeshire	0
1294	The General's Response	0
1296	Blackrock Mace	1681
1297	Robes of the Shadowcaster	2038
1299	Lesser Belt of the Spire	390
1300	Lesser Staff of the Spire	1854
1302	Black Whelp Gloves	262
1303	Bridgeworker's Gloves	418
1304	Riding Gloves	279
1306	Wolfmane Wristguards	352
1307	Gold Pickup Schedule	0
1309	Oslow's Toolbox	0
1310	Smith's Trousers	715
1314	Ghoul Fingers	362
1315	Lei of Lilies	13000
1317	Hardened Root Staff	3500
1318	Night Reaver	3066
1319	Ring of Iron Will	462
1322	Fishliver Oil	68
1325	Daffodil Bouquet	0
1326	Sauteed Sunfish	10
1327	Wiley's Note	0
1349	Abercrombie's Crate	0
1351	Fingerbone Bracers	768
1352	Cracked Skull Mortar	200
1353	Shaw's Report	0
1355	Buckskin Cape	251
1356	Commendation - Elwynn Forest	0
1357	Captain Sander's Treasure Map	0
1358	A Clue to Sander's Treasure	0
1359	Lion-stamped Gloves	19
1360	Stormwind Chain Gloves	42
1361	Another Clue to Sander's Treasure	0
1362	Final Clue to Sander's Treasure	0
1364	Ragged Leather Vest	8
1366	Ragged Leather Pants	2
1367	Ragged Leather Boots	2
1368	Ragged Leather Gloves	2
1369	Ragged Leather Belt	4
1370	Ragged Leather Bracers	2
1372	Ragged Cloak	2
1374	Frayed Shoes	3
1376	Frayed Cloak	4
1377	Frayed Gloves	1
1378	Frayed Pants	1
1380	Frayed Robe	4
1381	A Mysterious Message	0
1382	Rock Mace	24
1383	Stone Tomahawk	25
1384	Dull Blade	11
1386	Thistlewood Axe	32
1387	Ghoulfang	1578
1388	Crooked Staff	14
1389	Kobold Mining Mallet	58
1391	Riverpaw Mystic Staff	1392
1394	Driftwood Club	740
1395	Apprentice's Pants	1
1396	Acolyte's Pants	1
1399	Magic Candle	12
1401	Green Tea Leaf	14
1404	Tidal Charm	10306
1405	Foamspittle Staff	1184
1406	Pearl-encrusted Spear	2079
1407	Solomon's Plea to Westfall	0
1408	Stoutmantle's Response to Solomon	0
1409	Solomon's Plea to Darkshire	0
1410	Ebonlocke's Response to Solomon	0
1411	Withered Staff	68
1412	Crude Bastard Sword	49
1413	Feeble Sword	55
1414	Cracked Sledge	97
1415	Carpenter's Mallet	72
1416	Rusty Hatchet	72
1417	Beaten Battle Axe	65
1418	Worn Leather Belt	9
1419	Worn Leather Boots	19
1420	Worn Leather Bracers	18
1421	Worn Hide Cloak	28
1422	Worn Leather Gloves	6
1423	Worn Leather Pants	18
1425	Worn Leather Vest	37
1427	Patchwork Shoes	29
1429	Patchwork Cloak	7
1430	Patchwork Gloves	7
1431	Patchwork Pants	20
1433	Patchwork Armor	14
1434	Glowing Wax Stick	43
1436	Frontier Britches	458
1438	Warrior's Shield	70
1440	Gnoll Skull Basher	1230
1443	Jeweled Amulet of Cainwyn	21125
1445	Blackrock Pauldrons	583
1446	Blackrock Boots	568
1447	Ring of Saviors	22775
1448	Blackrock Gauntlets	405
1449	Minor Channeling Ring	1875
1450	Potion of Fervor	10
1451	Bottle of Zombie Juice	0
1453	Spectral Comb	0
1454	Axe of the Enforcer	3937
1455	Blackrock Champion's Axe	2931
1457	Shadowhide Mace	1850
1458	Shadowhide Maul	2623
1459	Shadowhide Scalper	2380
1460	Shadowhide Two-handed Sword	1768
1461	Slayer's Battle Axe	3387
1462	Ring of the Shadow	1306
1464	Buzzard Talon	71
1465	Tigerbane	9824
1467	Spotted Sunfish	0
1468	Murloc Fin	28
1469	Scimitar of Atun	1180
1470	Murloc Skin Bag	875
1473	Riverside Staff	1497
1475	Small Venom Sac	82
1476	Snapped Spider Limb	6
1477	Scroll of Agility II	87
1478	Scroll of Protection II	62
1479	Salma's Oven Mitts	47
1480	Fist of the People's Militia	954
1481	Grimclaw	3337
1482	Shadowfang	2964
1483	Face Smasher	2025
1484	Witching Stave	2922
1485	Pitchfork	1410
1486	Tree Bark Jacket	1202
1487	Conjured Pumpernickel	0
1488	Avenger's Armor	3379
1489	Gloomshroud Armor	1553
1490	Guardian Talisman	8910
1491	Ring of Precision	2207
1493	Heavy Marauder Scimitar	3922
1495	Calico Shoes	58
1497	Calico Cloak	71
1498	Calico Gloves	57
1499	Calico Pants	51
1501	Calico Tunic	80
1502	Warped Leather Belt	60
1503	Warped Leather Boots	109
1504	Warped Leather Bracers	32
1505	Warped Cloak	48
1506	Warped Leather Gloves	51
1507	Warped Leather Pants	123
1509	Warped Leather Vest	59
1510	Heavy Hammer	150
1511	Commoner's Sword	193
1512	Crude Battle Axe	194
1513	Old Greatsword	293
1514	Rusty Warhammer	294
1515	Rough Wooden Staff	196
1516	Worn Hatchet	237
1518	Ghost Hair Comb	0
1519	Bloodscalp Ear	0
1520	Troll Sweat	71
1521	Lumbering Ogre Axe	19205
1522	Headhunting Spear	10224
1523	Huge Stone Club	10261
1524	Skullsplitter Tusk	0
1528	Handful of Oats	0
1529	Jade	700
1532	Shrunken Head	0
1537	Old Blanchy's Feed Pouch	62
1539	Gnarled Hermit's Staff	1572
1547	Shield of the Faith	2795
1557	Buckler of the Seas	918
1560	Bluegill Sandals	513
1561	Harvester's Robe	268
1566	Edge of the People's Militia	1132
1596	Ghost Hair Thread	0
1598	Rot Blossom	0
1602	Sickle Axe	11685
1604	Chromatic Sword	19463
1607	Soulkeeper	43420
1608	Skullcrusher Mace	18940
1613	Spiritchaser Staff	19139
1624	Skullsplitter Helm	6172
1625	Exquisite Flamberge	14754
1630	Broken Electro-lantern	66
1637	Letter to Ello	0
1639	Grinning Axe	28460
1640	Monstrous War Axe	15637
1645	Moonberry Juice	100
1652	Sturdy Lunchbox	5000
1656	Translated Letter	0
1659	Engineering Gloves	2136
1664	Spellforce Rod	14695
1677	Drake-scale Vest	10093
1678	Black Ogre Kickers	4581
1679	Korg Bat	9635
1680	Headchopper	18234
1685	Troll-hide Bag	6250
1686	Bristly Whisker	733
1687	Retractable Claw	243
1688	Long Soft Tail	806
1696	Curved Raptor Talon	606
1697	Keen Raptor Tooth	445
1701	Curved Basilisk Claw	376
1702	Intact Basilisk Spine	320
1703	Crystal Basilisk Spine	81
1705	Lesser Moonstone	600
1706	Azuredeep Shards	86
1707	Stormwind Brie	62
1708	Sweet Nectar	50
1710	Greater Healing Potion	125
1711	Scroll of Stamina II	75
1712	Scroll of Spirit II	62
1713	Ankh of Life	5350
1714	Necklace of Calisea	2535
1715	Polished Jazeraint Armor	10301
1716	Robe of the Magi	5067
1717	Double Link Tunic	3108
1718	Basilisk Hide Pants	8040
1720	Tanglewood Staff	26209
1721	Viking Warhammer	35815
1722	Thornstone Sledgehammer	19407
1725	Large Knapsack	5000
1726	Poison-tipped Bone Spear	12183
1727	Sword of Decay	4562
1728	Teebu's Blazing Longsword	87008
1729	Gunnysack of the Night Watch	500
1730	Worn Mail Belt	48
1731	Worn Mail Boots	92
1732	Worn Mail Bracers	73
1733	Worn Cloak	88
1734	Worn Mail Gloves	39
1735	Worn Mail Pants	89
1737	Worn Mail Vest	139
1738	Laced Mail Belt	147
1739	Laced Mail Boots	255
1740	Laced Mail Bracers	97
1741	Laced Cloak	112
1742	Laced Mail Gloves	129
1743	Laced Mail Pants	299
1744	Laced Mail Shoulderpads	260
1745	Laced Mail Vest	198
1746	Linked Chain Belt	332
1747	Linked Chain Boots	302
1748	Linked Chain Bracers	232
1749	Linked Chain Cloak	396
1750	Linked Chain Gloves	298
1751	Linked Chain Pants	676
1752	Linked Chain Shoulderpads	286
1753	Linked Chain Vest	439
1754	Reinforced Chain Belt	359
1755	Reinforced Chain Boots	597
1756	Reinforced Chain Bracers	438
1757	Reinforced Chain Cloak	728
1758	Reinforced Chain Gloves	534
1759	Reinforced Chain Pants	732
1760	Reinforced Chain Shoulderpads	609
1761	Reinforced Chain Vest	892
1764	Canvas Shoes	113
1766	Canvas Cloak	131
1767	Canvas Gloves	101
1768	Canvas Pants	217
1769	Canvas Shoulderpads	163
1770	Canvas Vest	143
1772	Brocade Shoes	247
1774	Brocade Cloak	281
1775	Brocade Gloves	212
1776	Brocade Pants	257
1777	Brocade Shoulderpads	222
1778	Brocade Vest	337
1780	Cross-stitched Sandals	489
1782	Cross-stitched Cloak	541
1783	Cross-stitched Gloves	247
1784	Cross-stitched Pants	546
1785	Cross-stitched Shoulderpads	464
1786	Cross-stitched Vest	683
1787	Patched Leather Belt	102
1788	Patched Leather Boots	176
1789	Patched Leather Bracers	136
1790	Patched Cloak	93
1791	Patched Leather Gloves	90
1792	Patched Leather Pants	208
1793	Patched Leather Shoulderpads	207
1794	Patched Leather Jerkin	277
1795	Rawhide Belt	235
1796	Rawhide Boots	400
1797	Rawhide Bracers	161
1798	Rawhide Cloak	279
1799	Rawhide Gloves	211
1800	Rawhide Pants	479
1801	Rawhide Shoulderpads	418
1802	Rawhide Tunic	337
1803	Tough Leather Belt	465
1804	Tough Leather Boots	478
1805	Tough Leather Bracers	351
1806	Tough Cloak	466
1807	Tough Leather Gloves	387
1808	Tough Leather Pants	856
1809	Tough Leather Shoulderpads	440
1810	Tough Leather Armor	648
1811	Blunt Claymore	451
1812	Short-handled Battle Axe	452
1813	Chipped Quarterstaff	522
1814	Battered Mallet	603
1815	Ornamental Mace	366
1816	Unbalanced Axe	486
1817	Stock Shortsword	501
1818	Standard Claymore	1221
1819	Gouging Pick	768
1820	Wooden Maul	963
1821	Warped Blade	988
1822	Cedar Walking Stick	1096
1823	Bludgeoning Cudgel	779
1824	Shiny War Axe	1104
1825	Bulky Bludgeon	1548
1826	Rock Maul	1765
1827	Meat Cleaver	1282
1828	Stone War Axe	1609
1829	Short Cutlass	1563
1830	Long Bastard Sword	1783
1831	Oaken War Staff	1790
1832	Lucky Trousers	362
1835	Dirty Leather Belt	6
1836	Dirty Leather Bracers	6
1839	Rough Leather Belt	36
1840	Rough Leather Bracers	37
1843	Tanned Leather Belt	145
1844	Tanned Leather Bracers	145
1845	Chainmail Belt	175
1846	Chainmail Bracers	176
1849	Cured Leather Belt	277
1850	Cured Leather Bracers	278
1851	Cleansing Water	1785
1852	Scalemail Bracers	336
1853	Scalemail Belt	338
1875	Thistlenettle's Badge	0
1893	Miner's Revenge	1775
1894	Miners' Union Card	0
1913	Studded Blackjack	148
1917	Jeweled Dagger	251
1922	Supplies for Sven	0
1923	Ambassador's Satchel	0
1925	Defias Rapier	787
1926	Weighted Sap	687
1927	Deadmines Cleaver	690
1928	Defias Mage Staff	995
1929	Silk-threaded Trousers	434
1930	Stonemason Cloak	408
1931	Huge Gnoll Claw	0
1933	Staff of Conjuring	905
1934	Stonemason Trousers	731
1935	Assassin's Blade	2974
1936	Goblin Screwdriver	1113
1937	Buzz Saw	1700
1938	Block Mallet	1962
1939	Skin of Sweet Rum	168
1941	Cask of Merlot	203
1942	Bottle of Moonshine	316
1943	Goblin Mail Leggings	713
1944	Metalworking Gloves	259
1945	Woodworking Gloves	267
1946	Mary's Looking Glass	0
1951	Blackwater Cutlass	1258
1955	Dragonmaw Chain Boots	1573
1956	Faded Shadowhide Pendant	0
1958	Petrified Shinbone	975
1959	Cold Iron Pick	1223
1962	Glowing Shadowhide Pendant	0
1965	White Wolf Gloves	36
1968	Ogre's Monocle	0
1970	Restoring Balm	120
1971	Furlbrow's Deed	0
1972	Westfall Deed	0
1973	Orb of Deception	4618
1974	Mindthrust Bracers	464
1975	Pysan's Old Greatsword	5744
1976	Slaghammer	6340
1978	Wolfclaw Gloves	980
1979	Wall of the Dead	23273
1980	Underworld Band	6200
1981	Icemail Jerkin	14113
1982	Nightblade	29513
1986	Gutrender	14861
1987	Krazek's Fixed Pot	0
1988	Chief Brigadier Gauntlets	2852
1990	Ballast Maul	10077
1991	Goblin Power Shovel	8357
1992	Swampchill Fetish	5468
1993	Ogremind Ring	2100
1994	Ebonclaw Reaver	16696
1996	Voodoo Band	1720
1997	Pressed Felt Robe	2538
1998	Bloodscalp Channeling Staff	7239
2000	Archeus	8827
2004	Grelin Whitebeard's Journal	0
2005	The First Troll Legend	0
2006	The Second Troll Legend	0
2007	The Third Troll Legend	0
2008	The Fourth Troll Legend	0
2011	Twisted Sabre	3840
2013	Cryptbone Staff	3644
2014	Black Metal Greatsword	4869
2015	Black Metal War Axe	4443
2016	Dusty Chain Armor	1769
2017	Glowing Leather Bracers	895
2018	Skeletal Longsword	3269
2020	Hollowfang Blade	1049
2021	Green Carapace Shield	1025
2024	Espadon	1215
2025	Bearded Axe	1060
2026	Rock Hammer	1257
2027	Scimitar	763
2028	Hammer	1013
2029	Cleaver	883
2030	Gnarled Staff	1108
2032	Gallan Cuffs	1665
2033	Ambassador's Boots	967
2034	Scholarly Robes	1035
2035	Sword of the Night Sky	2300
2036	Dusty Mining Gloves	258
2037	Tunneler's Boots	469
2039	Plains Ring	750
2040	Troll Protector	15296
2041	Tunic of Westfall	1412
2042	Staff of Westfall	3639
2043	Ring of Forlorn Spirits	1500
2044	Crescent of Forlorn Spirits	7357
2046	Bluegill Kukri	2461
2047	Anvilmar Hand Axe	25
2048	Anvilmar Hammer	25
2054	Trogg Hand Axe	16
2055	Small Wooden Hammer	16
2056	The Velvet Hammer	92
2057	Pitted Defias Shortsword	16
2058	Kazon's Maul	4197
2059	Sentry Cloak	863
2064	Trogg Club	191
2065	Rockjaw Blade	113
2066	Skull Hatchet	81
2067	Frostbit Staff	186
2069	Black Bear Hide Vest	121
2070	Darnassian Bleu	1
2072	Dwarven Magestaff	4414
2073	Dwarven Hatchet	742
2074	Solid Shortblade	1054
2075	Priest's Mace	386
2077	Magician Staff	5059
2078	Northern Shortsword	1070
2079	Sergeant's Warhammer	933
2080	Hillborne Axe	6590
2082	Wizbang's Gunnysack	250
2084	Darksteel Bastard Sword	5709
2085	Chunk of Flesh	15
2087	Hard Crawler Carapace	252
2088	Long Crawler Limb	729
2089	Scrimshaw Dagger	1113
2091	Magic Dust	213
2092	Worn Dagger	7
2098	Double-barreled Shotgun	3020
2099	Dwarven Hand Cannon	45040
2100	Precisely Calibrated Boomstick	24539
2101	Light Quiver	1
2102	Small Ammo Pouch	1
2105	Thug Shirt	1
2108	Frostmane Leather Vest	8
2109	Frostmane Chain Vest	14
2110	Light Magesmith Robe	6
2112	Lumberjack Jerkin	54
2113	Calor's Note	0
2114	Snowy Robe	31
2117	Thin Cloth Shoes	7
2119	Thin Cloth Gloves	4
2120	Thin Cloth Pants	10
2121	Thin Cloth Armor	10
2122	Cracked Leather Belt	6
2123	Cracked Leather Boots	9
2124	Cracked Leather Bracers	6
2125	Cracked Leather Gloves	6
2126	Cracked Leather Pants	11
2127	Cracked Leather Vest	12
2129	Large Round Shield	15
2130	Club	10
2131	Shortsword	10
2132	Short Staff	20
2134	Hand Axe	16
2136	Conjured Purified Water	0
2137	Whittling Knife	24
2138	Sharpened Letter Opener	38
2139	Dirk	11
2140	Carving Knife	323
2141	Cuirboulli Vest	1044
2142	Cuirboulli Belt	524
2143	Cuirboulli Boots	788
2144	Cuirboulli Bracers	527
2145	Cuirboulli Gloves	529
2146	Cuirboulli Pants	961
2148	Polished Scale Belt	581
2149	Polished Scale Boots	879
2150	Polished Scale Bracers	586
2151	Polished Scale Gloves	588
2152	Polished Scale Leggings	1181
2153	Polished Scale Vest	1185
2154	The Story of Morgan Ladimore	0
2156	Padded Boots	615
2158	Padded Gloves	413
2159	Padded Pants	829
2160	Padded Armor	832
2161	Book from Sven's Farm	0
2162	Sarah's Ring	0
2163	Shadowblade	46710
2164	Gut Ripper	27031
2165	Old Blanchy's Blanket	45
2166	Foreman's Leggings	810
2167	Foreman's Gloves	339
2168	Foreman's Boots	469
2169	Buzzer Blade	943
2172	Rustic Belt	7
2173	Old Leather Belt	6
2175	Shadowhide Battle Axe	2683
2186	Outfitter Belt	6
2187	A Stack of Letters	0
2188	A Letter to Grelin Whitebeard	0
2194	Diamond Hammer	3276
2195	Anvilmar Knife	25
2203	Brashclaw's Chopper	1492
2204	Brashclaw's Skewer	1133
2205	Duskbringer	3961
2207	Jambiya	478
2208	Poniard	730
2209	Kris	1423
2210	Battered Buckler	3
2211	Bent Large Shield	7
2212	Cracked Buckler	16
2213	Worn Large Shield	24
2214	Wooden Buckler	182
2215	Wooden Shield	81
2216	Simple Buckler	210
2217	Rectangular Shield	243
2218	Craftsman's Dagger	501
2219	Small Round Shield	457
2220	Box Shield	519
2221	Targe Shield	910
2222	Tower Shield	1005
2223	The Collector's Schedule	0
2224	Militia Dagger	24
2225	Sharp Kitchen Knife	183
2226	Ogremage Staff	4117
2227	Heavy Ogre War Axe	4133
2230	Gloves of Brawn	714
2231	Inferno Robe	4386
2232	Dark Runner Boots	812
2233	Shadow Weaver Leggings	1690
2234	Nightwalker Armor	1806
2235	Brackclaw	1281
2236	Blackfang	3386
2237	Patched Pants	75
2238	Urchin's Pants	60
2239	The Collector's Ring	0
2240	Rugged Cape	151
2241	Desperado Cape	615
2243	Hand of Edward the Odd	70554
2244	Krol Blade	51857
2245	Helm of Narv	27636
2246	Myrmidon's Signet	30000
2249	Militia Buckler	91
2250	Dusky Crab Cakes	0
2251	Gooey Spider Leg	12
2252	Miscellaneous Goblin Supplies	0
2254	Icepane Warhammer	506
2256	Skeletal Club	2996
2257	Frostmane Staff	188
2258	Frostmane Shortsword	83
2259	Frostmane Club	75
2260	Frostmane Hand Axe	106
2262	Mark of Kern	8746
2263	Phytoblade	2619
2264	Mantle of Thieves	1957
2265	Stonesplinter Axe	477
2266	Stonesplinter Dagger	479
2267	Stonesplinter Mace	711
2268	Stonesplinter Blade	146
2271	Staff of the Blessed Seer	3255
2273	Guerrilla Armor	436
2274	Sapper's Gloves	289
2276	Swampwalker Boots	4093
2277	Necromancer Leggings	3620
2278	Forest Tracker Epaulets	2326
2280	Kam's Walking Stick	4023
2281	Rodentia Flint Axe	300
2282	Rodentia Shortsword	139
2283	Rat Cloth Belt	140
2284	Rat Cloth Cloak	211
2287	Haunch of Meat	6
2288	Conjured Fresh Water	0
2289	Scroll of Strength II	87
2290	Scroll of Intellect II	75
2291	Kang the Decapitator	44580
2292	Necrology Robes	1334
2295	Large Boar Tusk	70
2296	Great Goretusk Snout	50
2299	Burning War Axe	8756
2300	Embossed Leather Vest	192
2302	Handstitched Leather Boots	29
2303	Handstitched Leather Pants	71
